python-5/fcntl-segmentation_fault	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;PyErr_WarnEx@Python/_warnings.c:1408;PyObject_AsFileDescriptor@Objects/fileobject.c:174;
python-5/importlib__bootstrap_external-segmentation_fault	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;PyErr_WarnEx@Python/_warnings.c:1408;_Py_BuiltinCallFastWithKeywords_StackRef@Python/ceval.c:841;
python-5/importlib_resources__functional-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/io-segmentation_fault	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;PyErr_WarnEx@Python/_warnings.c:1408;type_call@Objects/typeobject.c:2484;
python-5/importlib_resources__itertools-segmentation_fault-exitcode1	SIGSEGV	templateiter_dealloc@Objects/templateobject.c:45	templateiter_dealloc@Objects/templateobject.c:45;_Py_Dealloc@Objects/object.c:3319;PyObject_GetIter@Objects/abstract.c:2825;
python-5/mailbox-segmentation_fault-exitcode1	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;PyErr_WarnEx@Python/_warnings.c:1408;PyObject_AsFileDescriptor@Objects/fileobject.c:174;
python-5/mimetypes-segmentation_fault-2	SIGSEGV	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344;_PyMem_DebugRawFree@Objects/obmalloc.c:3166;free_list_items@Objects/listobject.c:68;
python-5/mimetypes-segmentation_fault	SIGSEGV	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344;_PyMem_DebugRawFree@Objects/obmalloc.c:3166;free_list_items@Objects/listobject.c:68;
python-5/ntpath-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/os-segmentation_fault-exitcode1	SIGSEGV	method_vectorcall_O@Objects/descrobject.c:476	method_vectorcall_O@Objects/descrobject.c:476;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;_PyEval_EvalFrameDefault@Python/generated_cases.c.h:1906;
python-5/posix-segmentation_fault	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;_PyErr_WarnFormatV@Python/_warnings.c:1355;PyErr_ResourceWarning@Python/_warnings.c:1394;
python-5/posixpath-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/profiling_sampling_opcode_utils-segmentation_fault	NOREPRO	?	;
python-5/re-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/pyclbr-segmentation_fault	NOREPRO	?	;
python-5/sysconfig___main__-segmentation_fault	SIGSEGV	warn_unicode@Python/_warnings.c:1335	warn_unicode@Python/_warnings.c:1335;PyErr_WarnEx@Python/_warnings.c:1408;type_call@Objects/typeobject.c:2484;
python-5/threading-segmentation_fault	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/sysconfig-segmentation_fault	NOREPRO	?	;
python-5/urllib_parse-segmentation_fault-2	SIGSEGV	warnings_warn_impl@Python/_warnings.c:1184	warnings_warn_impl@Python/_warnings.c:1184;cfunction_vectorcall_FASTCALL_KEYWORDS@Objects/methodobject.c:465;_Py_VectorCallInstrumentation_StackRefSteal@Python/ceval.c:768;
python-5/traceback-segmentation_fault-exitcode1	SIGABRT	code_dealloc@Objects/codeobject.c:2440	code_dealloc@Objects/codeobject.c:2440;_Py_Dealloc@Objects/object.c:3319;r_object@Python/marshal.c:1676;
python-5/urllib_parse-segmentation_fault	SIGSEGV	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344	_PyMem_DebugCheckAddress@Objects/obmalloc.c:3344;_PyMem_DebugRawFree@Objects/obmalloc.c:3166;free_list_items@Objects/listobject.c:68;
